Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.25461E-4,85.519689729,0.783187036,0.038862876,0.887753057,0.896632367
2.25842E-4,85.767907942,0.783745925,0.03812709,0.889757466,0.898503274
2.26608E-4,86.016844216,0.784867079,0.037391304,0.891962317,0.903648269
2.26984E-4,86.266355588,0.785413902,0.036655518,0.894167168,0.905986904
2.27392E-4,86.516301604,0.786007738,0.035919732,0.896372018,0.907857811
2.27911E-4,86.766743843,0.786759095,0.035183946,0.898576869,0.909728718
2.28533E-4,87.007108241,0.787655823,0.034448161,0.90078172,0.912067353
2.29172E-4,87.269616377,0.788574388,0.033712375,0.90298657,0.91393826
2.29832E-4,87.52212047,0.789518547,0.032976589,0.905191421,0.916276894
2.30353E-4,87.75230936,0.790260347,0.032307692,0.90699539,0.919083255
2.31199E-4,88.006140283,0.791459473,0.031571906,0.909200241,0.92282507
2.31817E-4,88.259081489,0.792332567,0.03083612,0.911405091,0.924228251
2.32193E-4,88.501401362,0.792861523,0.030100334,0.913609942,0.925631431
2.32992E-4,88.772116124,0.793979413,0.029364548,0.915814793,0.928905519
2.34055E-4,89.000500623,0.795460068,0.028695652,0.917819202,0.932647334
2.35006E-4,89.25950322,0.796774142,0.027959866,0.920024053,0.934518241
2.3544E-4,89.509597309,0.797371235,0.02722408,0.922028463,0.937324602
2.35872E-4,89.758147077,0.797963715,0.026555184,0.924032872,0.938727783
2.36496E-4,90.018006789,0.798817415,0.025819398,0.926237723,0.940130964
2.37343E-4,90.255045727,0.799969674,0.025150502,0.928242133,0.942937325
2.38029E-4,90.516585876,0.800897356,0.024414716,0.930446983,0.944340505
2.38707E-4,90.755098784,0.801810479,0.023745819,0.932451393,0.947146866
2.39481E-4,91.002416895,0.802848112,0.023010033,0.934656244,0.94808232
2.4022E-4,91.25811966,0.803832844,0.022341137,0.936460212,0.9494855
2.40935E-4,91.522786629,0.804782438,0.021605351,0.938665063,0.951356408
2.41432E-4,91.76401481,0.805438811,0.020936455,0.940669473,0.951356408
2.41865E-4,92.005651572,0.806008683,0.020267559,0.942673883,0.951356408
2.42507E-4,92.272063779,0.806851295,0.019531773,0.944678292,0.953695042
2.43379E-4,92.515001822,0.807990101,0.018862876,0.946682702,0.955565949
2.44204E-4,92.758889293,0.809061237,0.01819398,0.948687112,0.957904584
2.4542E-4,93.00387688,0.810628906,0.017525084,0.950691521,0.960243218
2.46253E-4,93.274251736,0.811696116,0.016789298,0.952896372,0.961178672
2.47556E-4,93.521345865,0.8133528,0.016120401,0.954900782,0.964920486
2.49084E-4,93.769524755,0.81527562,0.015451505,0.956905191,0.966323667
2.50297E-4,94.019207461,0.816789593,0.014782609,0.958308278,0.967726848
2.51E-4,94.269918768,0.817659831,0.014113712,0.960312688,0.968662301
2.52106E-4,94.521523819,0.819022127,0.013444816,0.962317098,0.970065482
2.52441E-4,94.773824265,0.819433162,0.01277592,0.964121066,0.970065482
2.53846E-4,95.001814079,0.821145221,0.012173913,0.965925035,0.971468662
2.55411E-4,95.256383497,0.823032667,0.011505017,0.967729004,0.973807297
2.57179E-4,95.512609047,0.825142365,0.01083612,0.969332532,0.97474275
2.58611E-4,95.770627312,0.826831691,0.010167224,0.970936059,0.976613658
2.59829E-4,96.003902852,0.828256211,0.009565217,0.972740028,0.978484565
2.61539E-4,96.251475659,0.830235533,0.008896321,0.974744438,0.979887746
2.63357E-4,96.50094453,0.83231545,0.008294314,0.976347966,0.981290926
2.64679E-4,96.755369686,0.833811175,0.007625418,0.978352375,0.981758653
2.6609E-4,97.003987239,0.835394368,0.007023411,0.980156344,0.98362956
2.67928E-4,97.261439518,0.837432204,0.006354515,0.982160754,0.985032741
2.70855E-4,97.51333654,0.840627043,0.005752508,0.98356384,0.987371375
2.72929E-4,97.754392433,0.842853004,0.005150502,0.985367809,0.987839102
2.7513E-4,98.005000733,0.845180706,0.004548495,0.987171778,0.989710009
2.77675E-4,98.254041799,0.847829325,0.003946488,0.988975747,0.989710009
2.82398E-4,98.506475629,0.852625022,0.003344482,0.990579274,0.99111319
2.8994E-4,98.764854044,0.859972322,0.002742475,0.992383243,0.993451824
2.93843E-4,99.009247498,0.863629036,0.002140468,0.994187212,0.994387278
2.9797E-4,99.264717204,0.867392202,0.001605351,0.99579074,0.995790458
3.04799E-4,99.50702373,0.873392105,0.001070234,0.997394267,0.996258185
3.18303E-4,99.758392492,0.884470138,0.000535117,0.998797354,0.997193639
3.85369E-4,100,0.926682859,0.00006689,0.999799559,0.999532273
3.85369E-4,100,0.926682859,0,0.999799559,0.999532273
3.94068E-4,100,0.930882322,0,1,0.999532273
