Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,EVI contribution,LD contribution,LP contribution,LS contribution,NDVI contribution,cropland contribution,forest contribution,grassland contribution,maximum.temperature contribution,minimum.temperature contribution,precipitation contribution,relative_humidity contribution,richness contribution,urban contribution,urban_accessibility_5km contribution,wc2.1_elevation_5km contribution,wind_speed contribution,EVI permutation importance,LD permutation importance,LP permutation importance,LS permutation importance,NDVI permutation importance,cropland permutation importance,forest permutation importance,grassland permutation importance,maximum.temperature permutation importance,minimum.temperature permutation importance,precipitation permutation importance,relative_humidity permutation importance,richness permutation importance,urban permutation importance,urban_accessibility_5km permutation importance,wc2.1_elevation_5km permutation importance,wind_speed permutation importance,Training gain without EVI,Training gain without LD,Training gain without LP,Training gain without LS,Training gain without NDVI,Training gain without cropland,Training gain without forest,Training gain without grassland,Training gain without maximum.temperature,Training gain without minimum.temperature,Training gain without precipitation,Training gain without relative_humidity,Training gain without richness,Training gain without urban,Training gain without urban_accessibility_5km,Training gain without wc2.1_elevation_5km,Training gain without wind_speed,Training gain with only EVI,Training gain with only LD,Training gain with only LP,Training gain with only LS,Training gain with only NDVI,Training gain with only cropland,Training gain with only forest,Training gain with only grassland,Training gain with only maximum.temperature,Training gain with only minimum.temperature,Training gain with only precipitation,Training gain with only relative_humidity,Training gain with only richness,Training gain with only urban,Training gain with only urban_accessibility_5km,Training gain with only wc2.1_elevation_5km,Training gain with only wind_speed,Test gain without EVI,Test gain without LD,Test gain without LP,Test gain without LS,Test gain without NDVI,Test gain without cropland,Test gain without forest,Test gain without grassland,Test gain without maximum.temperature,Test gain without minimum.temperature,Test gain without precipitation,Test gain without relative_humidity,Test gain without richness,Test gain without urban,Test gain without urban_accessibility_5km,Test gain without wc2.1_elevation_5km,Test gain without wind_speed,Test gain with only EVI,Test gain with only LD,Test gain with only LP,Test gain with only LS,Test gain with only NDVI,Test gain with only cropland,Test gain with only forest,Test gain with only grassland,Test gain with only maximum.temperature,Test gain with only minimum.temperature,Test gain with only precipitation,Test gain with only relative_humidity,Test gain with only richness,Test gain with only urban,Test gain with only urban_accessibility_5km,Test gain with only wc2.1_elevation_5km,Test gain with only wind_speed,AUC without EVI,AUC without LD,AUC without LP,AUC without LS,AUC without NDVI,AUC without cropland,AUC without forest,AUC without grassland,AUC without maximum.temperature,AUC without minimum.temperature,AUC without precipitation,AUC without relative_humidity,AUC without richness,AUC without urban,AUC without urban_accessibility_5km,AUC without wc2.1_elevation_5km,AUC without wind_speed,AUC with only EVI,AUC with only LD,AUC with only LP,AUC with only LS,AUC with only NDVI,AUC with only cropland,AUC with only forest,AUC with only grassland,AUC with only maximum.temperature,AUC with only minimum.temperature,AUC with only precipitation,AUC with only relative_humidity,AUC with only richness,AUC with only urban,AUC with only urban_accessibility_5km,AUC with only wc2.1_elevation_5km,AUC with only wind_speed,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species,4989,0.7950,0.8378,500,0.8192,2138,0.8177,0.8155,0.0035,14950,0.0209,50.8630,1.3011,25.0790,0.9615,0.1477,1.1640,0.6831,1.3641,4.6464,0.4646,3.9994,1.0462,7.1196,0.0669,0.0365,1.0360,0.0597,6.2247,3.6377,23.8815,0.0959,0.2373,0.2881,1.0125,16.7846,36.6226,2.3678,1.1586,1.4982,4.5663,0.3640,0.2383,0.9621,0.7957,0.7925,0.7955,0.7896,0.7970,0.7959,0.7939,0.7948,0.7931,0.7665,0.7951,0.7931,0.7941,0.7903,0.7957,0.7959,0.7917,0.3705,0.6132,0.2333,0.5438,0.3592,0.1694,0.1392,0.1433,0.4618,0.2834,0.4449,0.2676,0.1322,0.2957,0.2839,0.0733,0.1588,0.8152,0.8122,0.8203,0.8171,0.8188,0.8216,0.8186,0.8198,0.8132,0.7910,0.8156,0.8136,0.8136,0.8127,0.8171,0.8197,0.8101,0.3603,0.6344,0.2379,0.5548,0.3502,0.1565,0.1497,0.1568,0.4873,0.3093,0.4590,0.2711,0.1399,0.3002,0.2836,0.0795,0.1675,0.8152,0.8147,0.8167,0.8159,0.8157,0.8158,0.8151,0.8161,0.8148,0.8120,0.8152,0.8148,0.8147,0.8144,0.8152,0.8160,0.8144,0.7138,0.7865,0.6921,0.7741,0.7029,0.6519,0.6442,0.6369,0.7556,0.7010,0.7297,0.6762,0.6268,0.6922,0.6878,0.6086,0.6376,8.8218,0.2761,1.0000,0.0479,0.5577,0.0036,0.0061,0E0,5.0000,0.2299,0.4151,0.0206,0.0234,0E0,10.0000,0.3840,0.3527,0.0643,0.0659,0E0,0.1201,0.0069,0.7552,0.0000,0.0009,0E0,12.8977,0.4593,0.3288,0.0998,0.1029,0E0,25.2158,0.6203,0.2595,0.2594,0.2783,0E0,9.1359,0.3610,0.3611,0.0533,0.0575,0E0,24.0989,0.6131,0.2647,0.2457,0.2647,0E0,8.4741,0.3432,0.3680,0.0469,0.0491,0E0,2.6249,0.1267,0.4708,0.0094,0.0131,0E0,3.1989,0.1525,0.4535,0.0110,0.0145,0E0
