x,y,species cloglog values
409.0,409.0,0.0024098195
410.0,410.0,0.0059624133
411.0,411.0,0.35778496
412.0,412.0,0.015534483
413.0,413.0,0.39543548
414.0,414.0,0.060953055
415.0,415.0,0.0057854084
416.0,416.0,0.632418
417.0,417.0,0.0015438523
418.0,418.0,0.08975212
419.0,419.0,0.021866366
420.0,420.0,0.018267553
421.0,421.0,0.0029249536
422.0,422.0,0.18582006
423.0,423.0,0.005349128
424.0,424.0,0.30315712
425.0,425.0,0.040782437
426.0,426.0,0.31563637
427.0,427.0,0.035835773
428.0,428.0,0.07666083
429.0,429.0,8.216032E-5
430.0,430.0,0.056698956
431.0,431.0,0.012480027
432.0,432.0,2.498943E-4
433.0,433.0,0.15943307
434.0,434.0,4.6049088E-4
435.0,435.0,0.031327784
436.0,436.0,4.1560025E-4
437.0,437.0,0.0019975528
438.0,438.0,0.001591385
439.0,439.0,0.012483519
440.0,440.0,0.0031073517
441.0,441.0,0.0020029356
442.0,442.0,0.19747375
443.0,443.0,0.0066624777
444.0,444.0,0.006937649
445.0,445.0,0.020329105
446.0,446.0,0.0010578333
447.0,447.0,0.008610736
448.0,448.0,0.004699004
449.0,449.0,0.0070342044
450.0,450.0,0.049985327
451.0,451.0,0.0032141984
452.0,452.0,0.037734453
453.0,453.0,0.025193598
454.0,454.0,0.03240707
455.0,455.0,0.0048028487
456.0,456.0,0.14500718
457.0,457.0,0.0027474652
458.0,458.0,0.0016324328
459.0,459.0,0.0015544186
460.0,460.0,0.049235545
461.0,461.0,0.007394129
462.0,462.0,0.03625576
463.0,463.0,0.0014137281
464.0,464.0,0.051501147
465.0,465.0,0.0050167567
466.0,466.0,0.03194533
467.0,467.0,0.007128612
468.0,468.0,0.005000091
469.0,469.0,0.0014524731
470.0,470.0,0.1816778
471.0,471.0,0.18823831
472.0,472.0,0.0015376075
473.0,473.0,0.0150606865
474.0,474.0,8.435138E-4
475.0,475.0,0.0013445761
476.0,476.0,7.143001E-4
477.0,477.0,0.0014409759
478.0,478.0,0.018291587
479.0,479.0,0.22316498
480.0,480.0,0.0014119124
481.0,481.0,0.21623856
482.0,482.0,0.122612774
483.0,483.0,0.016361952
484.0,484.0,0.011397849
485.0,485.0,0.083802514
486.0,486.0,0.57063663
487.0,487.0,0.012677329
488.0,488.0,0.007511073
489.0,489.0,0.27155927
490.0,490.0,0.8192787
491.0,491.0,0.0017762488
492.0,492.0,0.020899039
493.0,493.0,0.35433617
494.0,494.0,0.0034490412
495.0,495.0,0.22862132
496.0,496.0,0.16751239
497.0,497.0,0.051893167
498.0,498.0,0.0047330316
499.0,499.0,0.007002723
500.0,500.0,0.0010996237
501.0,501.0,0.41706395
502.0,502.0,0.011667074
503.0,503.0,0.008482061
504.0,504.0,0.013131836
505.0,505.0,0.012218103
506.0,506.0,0.06556884
507.0,507.0,0.0024228625
508.0,508.0,0.02114829
509.0,509.0,6.940245E-4
510.0,510.0,0.0028147413
511.0,511.0,0.06804092
512.0,512.0,0.0027111734
513.0,513.0,0.005962472
514.0,514.0,0.06444733
515.0,515.0,0.0017326467
516.0,516.0,0.19956031
517.0,517.0,0.036970157
518.0,518.0,0.00860583
519.0,519.0,0.00421103
520.0,520.0,0.06523681
521.0,521.0,0.25921354
522.0,522.0,0.024829201
523.0,523.0,0.017216463
524.0,524.0,0.106467225
525.0,525.0,4.3073294E-4
526.0,526.0,0.021354185
527.0,527.0,0.029106567
528.0,528.0,3.850282E-4
529.0,529.0,0.053168755
530.0,530.0,8.414548E-4
531.0,531.0,0.21156307
532.0,532.0,0.0033778285
533.0,533.0,0.10206189
534.0,534.0,0.0059267487
535.0,535.0,0.0011692188
536.0,536.0,0.68816245
537.0,537.0,5.6884665E-4
538.0,538.0,0.015861906
539.0,539.0,0.019924818
540.0,540.0,2.0360999E-4
541.0,541.0,0.26784462
542.0,542.0,0.019195784
543.0,543.0,0.0023370816
544.0,544.0,0.07644518
545.0,545.0,0.026149381
546.0,546.0,0.090126745
547.0,547.0,0.0074235606
548.0,548.0,9.646681E-4
549.0,549.0,0.0047460473
550.0,550.0,5.8920274E-4
551.0,551.0,0.019722871
552.0,552.0,3.7993432E-4
553.0,553.0,0.0012980832
554.0,554.0,0.0036109737
555.0,555.0,0.0013390174
556.0,556.0,0.5122257
557.0,557.0,0.0059964773
558.0,558.0,0.012295775
559.0,559.0,0.039996393
560.0,560.0,1.658594E-4
561.0,561.0,0.07292204
562.0,562.0,0.049860783
563.0,563.0,0.036699884
564.0,564.0,0.0018571018
565.0,565.0,0.0013084345
566.0,566.0,0.014047905
567.0,567.0,0.005434865
568.0,568.0,9.082476E-4
569.0,569.0,0.10733082
570.0,570.0,0.027310126
571.0,571.0,0.0124813225
572.0,572.0,0.12829567
573.0,573.0,4.172038E-4
574.0,574.0,0.0012292453
575.0,575.0,0.012860867
576.0,576.0,0.013455208
577.0,577.0,0.0034688327
578.0,578.0,5.427757E-4
579.0,579.0,0.06690694
580.0,580.0,0.0034775182
581.0,581.0,0.0038197427
582.0,582.0,0.014779095
583.0,583.0,0.17620637
584.0,584.0,0.5806886
585.0,585.0,0.071186334
586.0,586.0,0.0025994265
587.0,587.0,0.43819684
588.0,588.0,3.181093E-4
589.0,589.0,0.028449167
590.0,590.0,0.0019489091
591.0,591.0,0.44227177
592.0,592.0,0.62882715
593.0,593.0,0.0023223301
594.0,594.0,0.24517365
595.0,595.0,0.0014196803
596.0,596.0,0.37722304
597.0,597.0,0.04671116
598.0,598.0,0.0010473859
599.0,599.0,0.00835087
600.0,600.0,0.01024074
601.0,601.0,0.0072016492
602.0,602.0,0.19411589
603.0,603.0,0.23523194
604.0,604.0,0.09016557
605.0,605.0,0.21750075
606.0,606.0,0.008262995
607.0,607.0,0.03982447
608.0,608.0,0.0012745169
609.0,609.0,0.030458646
610.0,610.0,0.15365726
611.0,611.0,0.015382332
612.0,612.0,0.0038827055
613.0,613.0,0.00985245
614.0,614.0,0.04757333
615.0,615.0,0.00695602
616.0,616.0,0.0017635929
617.0,617.0,0.009550051
618.0,618.0,7.624248E-4
619.0,619.0,0.5327162
620.0,620.0,0.025539128
621.0,621.0,2.4709565E-4
622.0,622.0,0.009718901
623.0,623.0,0.016211992
624.0,624.0,0.16650295
625.0,625.0,0.001327327
626.0,626.0,0.052689526
627.0,627.0,0.12128083
628.0,628.0,0.05316596
629.0,629.0,0.0010284974
630.0,630.0,0.13779575
631.0,631.0,0.05213659
632.0,632.0,0.010453858
633.0,633.0,0.0029622356
634.0,634.0,0.017745646
635.0,635.0,0.015726518
636.0,636.0,6.202661E-4
637.0,637.0,0.024313668
638.0,638.0,0.018075796
639.0,639.0,0.63532996
640.0,640.0,0.0026590708
641.0,641.0,0.0023373752
642.0,642.0,9.3758904E-4
643.0,643.0,5.496848E-4
644.0,644.0,0.27383006
645.0,645.0,0.019056192
646.0,646.0,0.017983168
647.0,647.0,0.015379897
648.0,648.0,0.053146694
649.0,649.0,0.6534324
650.0,650.0,0.011270591
651.0,651.0,0.011021811
652.0,652.0,0.0024203649
653.0,653.0,0.22294556
654.0,654.0,0.13079152
655.0,655.0,0.007834828
656.0,656.0,0.08830254
657.0,657.0,0.0200411
658.0,658.0,0.013470259
659.0,659.0,0.038285855
660.0,660.0,0.030152597
661.0,661.0,0.28910866
662.0,662.0,0.00417865
663.0,663.0,0.124909066
664.0,664.0,5.743446E-4
665.0,665.0,0.11940287
666.0,666.0,5.514015E-4
667.0,667.0,0.01533165
668.0,668.0,0.0052701463
669.0,669.0,0.001028674
670.0,670.0,0.013045193
671.0,671.0,0.00649695
672.0,672.0,0.06269992
673.0,673.0,0.004992718
674.0,674.0,6.631583E-4
675.0,675.0,0.018065406
676.0,676.0,0.38858584
677.0,677.0,0.1551967
678.0,678.0,0.01694286
679.0,679.0,0.0102391755
680.0,680.0,9.84886E-4
681.0,681.0,0.32541993
682.0,682.0,0.36324936
683.0,683.0,6.504488E-4
684.0,684.0,0.011575938
685.0,685.0,0.010467232
686.0,686.0,0.040473532
687.0,687.0,0.0023321041
688.0,688.0,0.0049444865
689.0,689.0,8.8693475E-4
690.0,690.0,0.08774573
691.0,691.0,0.002082177
692.0,692.0,0.39081562
693.0,693.0,0.07217955
694.0,694.0,0.010150567
695.0,695.0,0.28432798
696.0,696.0,0.11188426
697.0,697.0,0.011292681
698.0,698.0,0.0849962
699.0,699.0,0.0019331647
700.0,700.0,0.0014454694
701.0,701.0,0.36891714
702.0,702.0,7.8554574E-4
703.0,703.0,0.0065862234
704.0,704.0,0.5606694
705.0,705.0,0.20195441
706.0,706.0,0.11290071
707.0,707.0,0.36671123
708.0,708.0,0.42006958
709.0,709.0,0.0219905
710.0,710.0,0.6020614
711.0,711.0,0.2430313
712.0,712.0,0.24589321
713.0,713.0,0.0010178031
714.0,714.0,0.58151406
715.0,715.0,0.0114117395
716.0,716.0,0.025944045
717.0,717.0,3.5954118E-4
718.0,718.0,0.007182389
719.0,719.0,0.1607752
720.0,720.0,0.0011775751
721.0,721.0,0.061015774
722.0,722.0,0.0018825264
723.0,723.0,0.31385073
724.0,724.0,0.2222898
725.0,725.0,0.3410725
726.0,726.0,0.024299907
727.0,727.0,0.079727545
728.0,728.0,0.33886832
729.0,729.0,0.0028706228
730.0,730.0,0.20428923
731.0,731.0,6.4238475E-4
732.0,732.0,0.027701113
733.0,733.0,0.63894564
734.0,734.0,0.25437513
735.0,735.0,0.071928054
736.0,736.0,0.08851287
737.0,737.0,0.014502242
738.0,738.0,0.06793563
739.0,739.0,0.28788555
740.0,740.0,0.037566345
741.0,741.0,0.082888685
742.0,742.0,0.002796884
743.0,743.0,0.0046279063
744.0,744.0,0.009764826
745.0,745.0,0.011571497
746.0,746.0,0.04741929
747.0,747.0,0.76547396
748.0,748.0,0.0108086895
749.0,749.0,0.25742683
750.0,750.0,0.06769736
751.0,751.0,8.6173415E-4
752.0,752.0,3.6623696E-4
753.0,753.0,0.002318521
754.0,754.0,0.022339555
755.0,755.0,0.006705301
756.0,756.0,0.27484933
757.0,757.0,0.2493699
758.0,758.0,0.009687413
759.0,759.0,0.047687054
760.0,760.0,0.0014042783
761.0,761.0,0.77343017
762.0,762.0,7.056436E-4
763.0,763.0,0.0021937776
764.0,764.0,0.040384293
765.0,765.0,0.0038280701
766.0,766.0,0.006661664
767.0,767.0,0.012855625
768.0,768.0,0.014452385
769.0,769.0,0.012377048
770.0,770.0,2.1652228E-4
771.0,771.0,0.63649446
772.0,772.0,3.8965954E-4
773.0,773.0,0.0014175752
774.0,774.0,0.02112167
775.0,775.0,0.032473754
776.0,776.0,0.022696882
777.0,777.0,0.009675874
778.0,778.0,0.037753765
779.0,779.0,0.04548508
780.0,780.0,0.0014744627
781.0,781.0,0.012279509
782.0,782.0,0.44284734
783.0,783.0,0.2959579
784.0,784.0,0.0022771198
785.0,785.0,0.0032111723
786.0,786.0,0.00162052
787.0,787.0,0.014781757
788.0,788.0,0.58182096
789.0,789.0,0.0010622692
790.0,790.0,0.41174805
791.0,791.0,0.029029818
792.0,792.0,0.0064570126
793.0,793.0,0.27397093
794.0,794.0,0.32076296
795.0,795.0,5.836484E-4
796.0,796.0,9.0482476E-4
797.0,797.0,0.0321502
798.0,798.0,0.101021335
799.0,799.0,0.004308911
800.0,800.0,8.3362637E-4
801.0,801.0,0.009668209
802.0,802.0,0.009439523
803.0,803.0,0.0015326621
804.0,804.0,0.002601417
805.0,805.0,4.83713E-4
806.0,806.0,0.029122861
807.0,807.0,0.001035596
808.0,808.0,0.018833281
809.0,809.0,0.28318402
810.0,810.0,0.021700181
811.0,811.0,0.0015785296
812.0,812.0,0.07112697
813.0,813.0,8.919354E-5
814.0,814.0,0.4714238
815.0,815.0,0.13074219
816.0,816.0,8.944748E-4
817.0,817.0,0.097075395
818.0,818.0,0.011123464
819.0,819.0,0.056722917
820.0,820.0,3.1755207E-4
821.0,821.0,0.018417442
822.0,822.0,0.0012921672
823.0,823.0,0.17477725
824.0,824.0,0.0012971767
825.0,825.0,0.0068558385
826.0,826.0,3.3895098E-4
827.0,827.0,0.25344145
828.0,828.0,0.012525392
829.0,829.0,2.643526E-4
830.0,830.0,9.751307E-4
831.0,831.0,0.0010476807
832.0,832.0,0.029114328
833.0,833.0,0.11895905
834.0,834.0,0.42446798
835.0,835.0,0.0053400504
836.0,836.0,0.0038290548
837.0,837.0,0.008479014
838.0,838.0,0.003499649
839.0,839.0,0.08900928
840.0,840.0,9.746095E-5
841.0,841.0,0.0019309635
842.0,842.0,0.22050022
843.0,843.0,0.5178029
844.0,844.0,0.0059358347
845.0,845.0,0.00313974
846.0,846.0,0.020981302
847.0,847.0,0.01878169
848.0,848.0,0.038252678
849.0,849.0,0.205136
850.0,850.0,0.6474442
851.0,851.0,0.11710697
852.0,852.0,5.565326E-4
853.0,853.0,0.0026490916
854.0,854.0,0.006131838
855.0,855.0,0.0017119002
856.0,856.0,0.010467191
857.0,857.0,0.0017340152
858.0,858.0,0.0021691455
859.0,859.0,0.017113741
860.0,860.0,5.690295E-4
861.0,861.0,0.0014665129
862.0,862.0,0.06634554
863.0,863.0,0.10302914
864.0,864.0,4.0314937E-4
865.0,865.0,0.008031494
866.0,866.0,0.06109989
867.0,867.0,0.05942374
868.0,868.0,0.54577446
869.0,869.0,3.60845E-4
870.0,870.0,0.19576098
871.0,871.0,0.009098591
872.0,872.0,7.6779816E-4
873.0,873.0,0.5045915
874.0,874.0,0.30535102
875.0,875.0,0.0065496443
876.0,876.0,0.065705344
877.0,877.0,0.029818952
878.0,878.0,0.19644208
879.0,879.0,0.010415687
880.0,880.0,0.49678072
881.0,881.0,0.26483932
882.0,882.0,9.550007E-4
883.0,883.0,0.00749515
884.0,884.0,6.242491E-4
885.0,885.0,0.014014993
886.0,886.0,0.013909488
887.0,887.0,0.34802
888.0,888.0,0.013807037
889.0,889.0,3.213422E-4
890.0,890.0,7.19335E-4
891.0,891.0,0.002034989
892.0,892.0,0.0019892554
893.0,893.0,0.027085444
894.0,894.0,0.20523164
895.0,895.0,0.3672686
896.0,896.0,3.0221665E-4
897.0,897.0,3.249293E-4
898.0,898.0,0.0019411326
899.0,899.0,0.0011922355
900.0,900.0,0.008060382
901.0,901.0,0.11827802
902.0,902.0,0.0015322765
903.0,903.0,0.0016809877
904.0,904.0,0.67855954
905.0,905.0,0.0028550338
906.0,906.0,0.118416905
907.0,907.0,0.0383408
908.0,908.0,0.3219936
909.0,909.0,0.008676137
910.0,910.0,0.011252046
911.0,911.0,8.6696236E-4
912.0,912.0,0.0063847257
913.0,913.0,0.012153626
914.0,914.0,0.11061988
915.0,915.0,0.090994105
916.0,916.0,0.041576415
917.0,917.0,0.0014735146
918.0,918.0,0.0013596672
919.0,919.0,0.08731155
920.0,920.0,0.059383895
921.0,921.0,0.003958339
922.0,922.0,0.08079095
923.0,923.0,0.0054852273
924.0,924.0,0.017931283
925.0,925.0,0.011688355
926.0,926.0,0.26873857
927.0,927.0,4.9560016E-4
928.0,928.0,0.0037756406
929.0,929.0,0.0020302956
930.0,930.0,0.027438829
931.0,931.0,0.002515895
932.0,932.0,0.0014830367
933.0,933.0,3.573989E-4
934.0,934.0,9.93837E-4
935.0,935.0,9.5777214E-4
936.0,936.0,5.4851227E-4
937.0,937.0,0.012978599
938.0,938.0,0.37304738
939.0,939.0,0.004908532
940.0,940.0,0.041054334
941.0,941.0,0.0012068915
942.0,942.0,0.070490666
943.0,943.0,0.009385174
944.0,944.0,0.005699948
945.0,945.0,3.2136476E-4
946.0,946.0,0.014039952
947.0,947.0,0.021429285
948.0,948.0,0.15988323
949.0,949.0,5.557416E-4
950.0,950.0,9.713721E-4
951.0,951.0,0.047842786
952.0,952.0,0.10014868
953.0,953.0,0.24220857
954.0,954.0,0.0029623557
955.0,955.0,0.007740775
956.0,956.0,2.4242653E-4
957.0,957.0,9.6373586E-4
958.0,958.0,0.010115802
959.0,959.0,0.49933714
960.0,960.0,0.0153937945
961.0,961.0,0.2783513
962.0,962.0,0.13245262
