x,y,species cloglog values
2305.0,2305.0,0.058334403
2306.0,2306.0,0.00781896
2307.0,2307.0,0.073286094
2308.0,2308.0,0.05072973
2309.0,2309.0,0.622779
2310.0,2310.0,0.12392729
2311.0,2311.0,0.006438232
2312.0,2312.0,0.0010088454
2313.0,2313.0,0.26255932
2314.0,2314.0,0.45822403
2315.0,2315.0,0.010102192
2316.0,2316.0,0.0057329284
2317.0,2317.0,0.09024211
2318.0,2318.0,9.893685E-4
2319.0,2319.0,0.015154989
2320.0,2320.0,0.066997826
2321.0,2321.0,0.036777098
2322.0,2322.0,0.039993934
2323.0,2323.0,0.0016085054
2324.0,2324.0,7.0400856E-4
2325.0,2325.0,0.21383229
2326.0,2326.0,0.04516384
2327.0,2327.0,0.09360902
2328.0,2328.0,0.1872863
2329.0,2329.0,0.0030076024
2330.0,2330.0,0.0027995093
2331.0,2331.0,0.3681021
2332.0,2332.0,0.049294956
2333.0,2333.0,4.9067097E-4
2334.0,2334.0,0.6110014
2335.0,2335.0,9.815664E-4
2336.0,2336.0,0.0041182186
2337.0,2337.0,5.8660354E-4
2338.0,2338.0,8.391326E-4
2339.0,2339.0,0.0069142217
2340.0,2340.0,5.891852E-4
2341.0,2341.0,0.097150154
2342.0,2342.0,0.0017176699
2343.0,2343.0,0.015037536
2344.0,2344.0,0.0022435852
2345.0,2345.0,0.6460012
2346.0,2346.0,0.002413098
2347.0,2347.0,0.0030942394
2348.0,2348.0,0.0487858
2349.0,2349.0,0.13030167
2350.0,2350.0,0.0010581972
2351.0,2351.0,0.8392884
2352.0,2352.0,0.15606157
2353.0,2353.0,0.0109687485
2354.0,2354.0,0.009970115
2355.0,2355.0,0.031752862
2356.0,2356.0,0.4546414
2357.0,2357.0,0.032599743
2358.0,2358.0,0.3779991
2359.0,2359.0,0.0031569418
2360.0,2360.0,0.007670602
2361.0,2361.0,0.004623457
2362.0,2362.0,0.05439407
2363.0,2363.0,0.015779829
2364.0,2364.0,0.046494476
2365.0,2365.0,0.06239683
2366.0,2366.0,0.0018027737
2367.0,2367.0,0.001299562
2368.0,2368.0,0.003708479
2369.0,2369.0,0.003522551
2370.0,2370.0,0.0070031118
2371.0,2371.0,5.255154E-4
2372.0,2372.0,0.007963873
2373.0,2373.0,0.019117717
2374.0,2374.0,0.04631349
2375.0,2375.0,0.020884085
2376.0,2376.0,0.0017414695
2377.0,2377.0,0.027423017
2378.0,2378.0,0.0021714491
2379.0,2379.0,0.0102627715
2380.0,2380.0,0.0057462333
2381.0,2381.0,0.3643727
2382.0,2382.0,0.037149485
2383.0,2383.0,0.20589522
2384.0,2384.0,0.0034330438
2385.0,2385.0,7.45316E-4
2386.0,2386.0,0.001763793
2387.0,2387.0,0.0114388745
2388.0,2388.0,0.007146038
2389.0,2389.0,0.016843585
2390.0,2390.0,0.0018328775
2391.0,2391.0,0.21884616
2392.0,2392.0,0.08015672
2393.0,2393.0,0.0028086766
2394.0,2394.0,0.21373676
2395.0,2395.0,0.03343397
2396.0,2396.0,0.0013622307
2397.0,2397.0,0.0018629179
2398.0,2398.0,0.011129044
2399.0,2399.0,0.0010901764
2400.0,2400.0,0.0432663
2401.0,2401.0,0.0030004547
2402.0,2402.0,1.8650884E-4
2403.0,2403.0,0.0037490062
2404.0,2404.0,0.0013103742
2405.0,2405.0,0.012525597
2406.0,2406.0,0.013245556
2407.0,2407.0,3.7098824E-4
2408.0,2408.0,0.025032671
2409.0,2409.0,0.07958537
2410.0,2410.0,0.64151204
2411.0,2411.0,0.008742321
2412.0,2412.0,0.021168023
2413.0,2413.0,0.034411605
2414.0,2414.0,0.11191317
2415.0,2415.0,0.10478043
2416.0,2416.0,0.0037100257
2417.0,2417.0,1.6581637E-4
2418.0,2418.0,0.14500806
2419.0,2419.0,0.026875846
2420.0,2420.0,0.0012223609
2421.0,2421.0,0.013040119
2422.0,2422.0,2.2350025E-4
2423.0,2423.0,2.263325E-4
2424.0,2424.0,0.0744217
2425.0,2425.0,0.094367154
2426.0,2426.0,0.38342232
2427.0,2427.0,0.013094361
2428.0,2428.0,0.058893446
2429.0,2429.0,0.0015884454
2430.0,2430.0,0.011175105
2431.0,2431.0,0.013186829
2432.0,2432.0,4.3374294E-4
2433.0,2433.0,0.015880771
2434.0,2434.0,0.010747432
2435.0,2435.0,0.0012879267
2436.0,2436.0,5.1416294E-4
2437.0,2437.0,3.0366625E-4
2438.0,2438.0,0.04116055
2439.0,2439.0,0.027130894
2440.0,2440.0,4.3270364E-4
2441.0,2441.0,0.0029194278
2442.0,2442.0,0.28907967
2443.0,2443.0,0.042794477
2444.0,2444.0,0.002073939
2445.0,2445.0,0.005605898
2446.0,2446.0,4.2949503E-4
2447.0,2447.0,0.06807205
2448.0,2448.0,0.0141463
2449.0,2449.0,0.0049317195
2450.0,2450.0,0.05742214
2451.0,2451.0,0.019284606
2452.0,2452.0,0.013544542
2453.0,2453.0,5.373441E-4
2454.0,2454.0,0.013454024
2455.0,2455.0,0.026335178
2456.0,2456.0,0.04218145
2457.0,2457.0,0.012250822
2458.0,2458.0,0.029085618
2459.0,2459.0,0.0067832507
2460.0,2460.0,0.007490902
2461.0,2461.0,0.005114148
2462.0,2462.0,0.009056487
2463.0,2463.0,0.08770509
2464.0,2464.0,0.11773651
2465.0,2465.0,0.0112365745
2466.0,2466.0,0.0077571752
2467.0,2467.0,8.8238606E-4
2468.0,2468.0,0.0013396381
2469.0,2469.0,0.06230285
2470.0,2470.0,0.1877911
2471.0,2471.0,0.0016220647
2472.0,2472.0,0.14940846
2473.0,2473.0,0.059182283
2474.0,2474.0,0.05506761
2475.0,2475.0,0.0012382411
2476.0,2476.0,0.16709647
2477.0,2477.0,4.7601343E-4
2478.0,2478.0,0.019964091
2479.0,2479.0,2.9393207E-4
2480.0,2480.0,0.0029898216
2481.0,2481.0,0.012388758
2482.0,2482.0,0.39751142
2483.0,2483.0,0.76947725
2484.0,2484.0,0.020148765
2485.0,2485.0,0.22183104
2486.0,2486.0,0.007952981
2487.0,2487.0,0.17799899
2488.0,2488.0,0.0082229795
2489.0,2489.0,7.0383266E-4
2490.0,2490.0,0.05708153
2491.0,2491.0,9.4995135E-4
2492.0,2492.0,0.0073067457
2493.0,2493.0,0.004375249
2494.0,2494.0,0.008535838
2495.0,2495.0,0.009820719
2496.0,2496.0,0.064123176
2497.0,2497.0,0.020340165
2498.0,2498.0,0.0074926377
2499.0,2499.0,0.33801436
2500.0,2500.0,0.044590846
2501.0,2501.0,5.91534E-4
2502.0,2502.0,0.0011046014
2503.0,2503.0,0.03757033
2504.0,2504.0,0.07354464
2505.0,2505.0,0.012779278
2506.0,2506.0,0.01081499
2507.0,2507.0,0.006108656
2508.0,2508.0,0.20382957
2509.0,2509.0,0.03587951
2510.0,2510.0,0.28629723
2511.0,2511.0,0.0017828793
2512.0,2512.0,0.024069043
2513.0,2513.0,0.015055218
2514.0,2514.0,0.032861825
2515.0,2515.0,0.024883203
2516.0,2516.0,0.7575766
2517.0,2517.0,0.05312229
2518.0,2518.0,0.09341177
2519.0,2519.0,0.23506664
2520.0,2520.0,0.2603509
2521.0,2521.0,0.01744863
2522.0,2522.0,0.0019603695
2523.0,2523.0,0.10609987
2524.0,2524.0,0.0037632317
2525.0,2525.0,3.003668E-4
2526.0,2526.0,0.19987485
2527.0,2527.0,0.0013488603
2528.0,2528.0,0.45355284
2529.0,2529.0,0.36300346
2530.0,2530.0,0.030156843
2531.0,2531.0,0.25841388
2532.0,2532.0,5.84196E-4
2533.0,2533.0,6.3345535E-4
2534.0,2534.0,0.0051876507
2535.0,2535.0,0.05560084
2536.0,2536.0,7.864654E-4
2537.0,2537.0,0.0036078088
2538.0,2538.0,0.073941775
2539.0,2539.0,0.0014674279
2540.0,2540.0,0.015467637
2541.0,2541.0,0.0062644025
2542.0,2542.0,0.010171906
2543.0,2543.0,0.5372414
2544.0,2544.0,0.1733244
2545.0,2545.0,0.024878703
2546.0,2546.0,0.35230446
2547.0,2547.0,0.019698957
2548.0,2548.0,0.014711219
2549.0,2549.0,0.011132884
2550.0,2550.0,0.022346092
2551.0,2551.0,0.060796615
2552.0,2552.0,0.007087817
2553.0,2553.0,3.5163946E-4
2554.0,2554.0,0.08704128
2555.0,2555.0,0.10413684
2556.0,2556.0,0.20670891
2557.0,2557.0,0.0019953614
2558.0,2558.0,0.019453738
2559.0,2559.0,0.042381003
2560.0,2560.0,0.16550286
2561.0,2561.0,0.00133362
2562.0,2562.0,0.12731573
2563.0,2563.0,0.22927809
2564.0,2564.0,8.734967E-4
2565.0,2565.0,0.57945824
2566.0,2566.0,0.33112043
2567.0,2567.0,0.35569382
2568.0,2568.0,0.0060422695
2569.0,2569.0,0.02642661
2570.0,2570.0,5.346893E-4
2571.0,2571.0,0.08348283
2572.0,2572.0,4.8875797E-4
2573.0,2573.0,0.015261601
2574.0,2574.0,0.012790061
2575.0,2575.0,0.0058073043
2576.0,2576.0,0.010584058
2577.0,2577.0,0.18218334
2578.0,2578.0,0.011594548
2579.0,2579.0,0.0015140206
2580.0,2580.0,0.3675385
2581.0,2581.0,0.014199406
2582.0,2582.0,0.005907296
2583.0,2583.0,0.06666198
2584.0,2584.0,0.0012736121
2585.0,2585.0,0.13368747
2586.0,2586.0,0.020141074
2587.0,2587.0,0.037266742
2588.0,2588.0,0.0012397004
2589.0,2589.0,0.20559646
2590.0,2590.0,0.37738174
2591.0,2591.0,2.7280586E-4
2592.0,2592.0,0.0022370396
2593.0,2593.0,0.22802863
2594.0,2594.0,0.17593883
2595.0,2595.0,0.0015687152
2596.0,2596.0,0.002740089
2597.0,2597.0,0.09108399
2598.0,2598.0,0.011701855
2599.0,2599.0,0.71180546
2600.0,2600.0,6.983644E-4
2601.0,2601.0,0.012986569
2602.0,2602.0,0.10970798
2603.0,2603.0,0.019883009
2604.0,2604.0,0.047414873
2605.0,2605.0,0.0026515971
2606.0,2606.0,0.010271984
2607.0,2607.0,0.18224259
2608.0,2608.0,0.0012485826
2609.0,2609.0,0.005265551
2610.0,2610.0,0.0088316165
2611.0,2611.0,0.045418363
2612.0,2612.0,0.016109614
2613.0,2613.0,0.5123934
2614.0,2614.0,0.0044528833
2615.0,2615.0,0.034141302
2616.0,2616.0,0.36306602
2617.0,2617.0,0.033146348
2618.0,2618.0,0.124296494
2619.0,2619.0,0.22783177
2620.0,2620.0,0.21811493
2621.0,2621.0,0.0307726
2622.0,2622.0,0.021595066
2623.0,2623.0,0.1132547
2624.0,2624.0,0.09216928
2625.0,2625.0,0.15469642
2626.0,2626.0,0.010268907
2627.0,2627.0,9.0476475E-5
2628.0,2628.0,0.0011496283
2629.0,2629.0,0.046972036
2630.0,2630.0,0.18382108
2631.0,2631.0,0.023676062
2632.0,2632.0,0.24238631
2633.0,2633.0,0.003589118
2634.0,2634.0,0.12824243
2635.0,2635.0,0.016873084
2636.0,2636.0,0.0018533624
2637.0,2637.0,0.013179053
2638.0,2638.0,0.10319217
2639.0,2639.0,0.26893017
2640.0,2640.0,0.016273096
2641.0,2641.0,0.03498022
2642.0,2642.0,0.0107959
2643.0,2643.0,4.7172018E-4
2644.0,2644.0,0.0033102229
2645.0,2645.0,0.012208446
2646.0,2646.0,0.37044427
2647.0,2647.0,0.024661353
2648.0,2648.0,2.6710142E-4
2649.0,2649.0,0.087332755
2650.0,2650.0,6.102254E-4
2651.0,2651.0,0.0044651316
2652.0,2652.0,3.508233E-4
2653.0,2653.0,0.017448585
2654.0,2654.0,0.1270955
2655.0,2655.0,0.0028943466
2656.0,2656.0,0.001776132
2657.0,2657.0,0.0040404242
2658.0,2658.0,0.0010636357
2659.0,2659.0,0.045384716
2660.0,2660.0,0.020931792
2661.0,2661.0,0.019194
2662.0,2662.0,4.2823533E-4
2663.0,2663.0,0.0057435194
2664.0,2664.0,0.0021536725
2665.0,2665.0,0.0022314559
2666.0,2666.0,0.002136112
2667.0,2667.0,0.0035939612
2668.0,2668.0,0.001182667
2669.0,2669.0,1.891593E-4
2670.0,2670.0,3.4767663E-4
2671.0,2671.0,0.2977577
2672.0,2672.0,0.027328901
2673.0,2673.0,0.0014571758
2674.0,2674.0,0.0017117733
2675.0,2675.0,0.0071601043
2676.0,2676.0,6.246022E-4
2677.0,2677.0,0.001970808
2678.0,2678.0,0.035630193
2679.0,2679.0,0.015768351
2680.0,2680.0,0.05916728
2681.0,2681.0,0.11832295
2682.0,2682.0,0.0034993335
2683.0,2683.0,0.07294262
2684.0,2684.0,4.210468E-4
2685.0,2685.0,0.048868958
2686.0,2686.0,0.090052836
2687.0,2687.0,0.58816695
2688.0,2688.0,0.30805027
2689.0,2689.0,0.0013381022
2690.0,2690.0,3.016919E-4
2691.0,2691.0,0.025338598
2692.0,2692.0,0.0049189623
2693.0,2693.0,3.838798E-4
2694.0,2694.0,0.008351689
2695.0,2695.0,0.33000445
2696.0,2696.0,0.20379536
2697.0,2697.0,0.0016372679
2698.0,2698.0,0.0066757533
2699.0,2699.0,4.9085374E-4
2700.0,2700.0,0.65902436
2701.0,2701.0,0.06805797
2702.0,2702.0,0.35522592
2703.0,2703.0,0.0016136604
2704.0,2704.0,0.0015523634
2705.0,2705.0,0.011025068
2706.0,2706.0,0.177912
2707.0,2707.0,0.04567187
2708.0,2708.0,0.009223174
2709.0,2709.0,4.8401143E-4
2710.0,2710.0,0.0011670073
2711.0,2711.0,0.19453767
2712.0,2712.0,2.9850367E-4
2713.0,2713.0,0.003846379
2714.0,2714.0,0.007214798
2715.0,2715.0,0.40710694
2716.0,2716.0,0.019783337
2717.0,2717.0,0.007945676
2718.0,2718.0,0.009586896
2719.0,2719.0,0.0020565405
2720.0,2720.0,0.061915573
2721.0,2721.0,3.2426228E-4
2722.0,2722.0,0.04964397
2723.0,2723.0,0.0031485937
2724.0,2724.0,0.0013018474
2725.0,2725.0,0.0011591979
2726.0,2726.0,0.0068523167
2727.0,2727.0,0.8030976
2728.0,2728.0,0.023519399
2729.0,2729.0,7.1981415E-4
2730.0,2730.0,0.12357539
2731.0,2731.0,0.0025833705
2732.0,2732.0,0.004673021
2733.0,2733.0,4.6614197E-4
2734.0,2734.0,0.08368217
2735.0,2735.0,0.05131763
2736.0,2736.0,0.2861745
2737.0,2737.0,0.027193062
2738.0,2738.0,0.13173665
2739.0,2739.0,4.407151E-4
2740.0,2740.0,0.2855598
2741.0,2741.0,0.005799542
2742.0,2742.0,0.0046739033
2743.0,2743.0,0.014903978
2744.0,2744.0,0.014425823
2745.0,2745.0,0.0064539425
2746.0,2746.0,0.0031068278
2747.0,2747.0,0.015391756
2748.0,2748.0,0.026109293
2749.0,2749.0,0.010018489
2750.0,2750.0,0.012524323
2751.0,2751.0,0.0026759545
2752.0,2752.0,0.0017537127
2753.0,2753.0,6.471135E-4
2754.0,2754.0,0.00781326
2755.0,2755.0,0.008808052
2756.0,2756.0,0.007931571
2757.0,2757.0,0.0037937418
2758.0,2758.0,2.8190398E-4
2759.0,2759.0,0.016128063
2760.0,2760.0,0.0035679217
2761.0,2761.0,0.0059622014
2762.0,2762.0,0.0982787
2763.0,2763.0,0.0126848845
2764.0,2764.0,0.015955487
2765.0,2765.0,0.014098288
2766.0,2766.0,6.4706116E-4
2767.0,2767.0,0.002460387
2768.0,2768.0,0.0035309158
2769.0,2769.0,0.011352294
2770.0,2770.0,0.009986116
2771.0,2771.0,7.027607E-4
2772.0,2772.0,0.009497215
2773.0,2773.0,0.002139435
2774.0,2774.0,2.8358924E-4
2775.0,2775.0,0.019756993
2776.0,2776.0,0.012630629
2777.0,2777.0,0.013468297
2778.0,2778.0,7.0826657E-4
2779.0,2779.0,0.006498341
2780.0,2780.0,0.33719435
2781.0,2781.0,0.015705153
2782.0,2782.0,0.76705706
2783.0,2783.0,0.04682466
2784.0,2784.0,0.01675709
2785.0,2785.0,6.8545237E-4
2786.0,2786.0,0.00186842
2787.0,2787.0,0.002440724
2788.0,2788.0,0.0052119056
2789.0,2789.0,0.0953002
2790.0,2790.0,0.21136677
2791.0,2791.0,0.5483077
2792.0,2792.0,0.0084235165
2793.0,2793.0,0.008263957
2794.0,2794.0,0.015401421
2795.0,2795.0,0.0075310646
2796.0,2796.0,0.017549891
2797.0,2797.0,0.112789996
2798.0,2798.0,0.0019660033
2799.0,2799.0,0.098195925
2800.0,2800.0,0.0014262692
2801.0,2801.0,0.36149126
2802.0,2802.0,0.044590287
2803.0,2803.0,0.31872335
2804.0,2804.0,0.0012627193
2805.0,2805.0,0.27385956
2806.0,2806.0,0.012311059
2807.0,2807.0,0.07358561
2808.0,2808.0,0.043232955
2809.0,2809.0,0.004634878
2810.0,2810.0,4.8686238E-4
2811.0,2811.0,0.20400879
2812.0,2812.0,0.006857417
2813.0,2813.0,0.004047248
2814.0,2814.0,0.013100811
2815.0,2815.0,0.18389781
2816.0,2816.0,0.029358994
2817.0,2817.0,0.001553172
2818.0,2818.0,0.018081075
2819.0,2819.0,0.70100087
2820.0,2820.0,0.20719063
2821.0,2821.0,0.105091885
2822.0,2822.0,0.14350905
2823.0,2823.0,0.011135174
2824.0,2824.0,0.003159831
2825.0,2825.0,0.015373421
2826.0,2826.0,0.0025399842
2827.0,2827.0,0.015234396
2828.0,2828.0,0.039021865
2829.0,2829.0,0.13867722
2830.0,2830.0,0.25867993
2831.0,2831.0,0.046476133
2832.0,2832.0,0.006123946
2833.0,2833.0,0.313679
2834.0,2834.0,8.509387E-4
2835.0,2835.0,0.11249208
2836.0,2836.0,0.09713293
2837.0,2837.0,0.2082754
2838.0,2838.0,0.013937688
2839.0,2839.0,0.22857769
2840.0,2840.0,0.016296431
2841.0,2841.0,0.13279516
2842.0,2842.0,0.07597916
2843.0,2843.0,0.0025362407
2844.0,2844.0,0.12003205
2845.0,2845.0,0.007050619
2846.0,2846.0,0.0012251161
2847.0,2847.0,7.1904295E-5
2848.0,2848.0,0.686809
2849.0,2849.0,0.20126462
2850.0,2850.0,0.00965058
2851.0,2851.0,0.25921136
2852.0,2852.0,9.916066E-4
2853.0,2853.0,0.078092925
2854.0,2854.0,5.2575395E-4
2855.0,2855.0,0.0031092695
2856.0,2856.0,0.20276207
2857.0,2857.0,0.0016664286
2858.0,2858.0,0.24377683
2859.0,2859.0,0.0015184495
2860.0,2860.0,4.2193034E-4
2861.0,2861.0,0.029850822
2862.0,2862.0,0.008047482
2863.0,2863.0,0.34874716
2864.0,2864.0,0.004922248
2865.0,2865.0,0.061519295
2866.0,2866.0,0.011968307
2867.0,2867.0,0.18191546
2868.0,2868.0,0.004978355
2869.0,2869.0,2.1712079E-4
2870.0,2870.0,0.002715077
2871.0,2871.0,0.005485032
2872.0,2872.0,0.068986274
2873.0,2873.0,0.0060829185
2874.0,2874.0,9.299891E-4
2875.0,2875.0,0.17866068
2876.0,2876.0,0.0021752082
2877.0,2877.0,0.072404906
2878.0,2878.0,0.10815171
2879.0,2879.0,7.050919E-4
2880.0,2880.0,0.030494729
2881.0,2881.0,0.015706614
2882.0,2882.0,0.015457288
2883.0,2883.0,0.025514295
2884.0,2884.0,6.700369E-4
2885.0,2885.0,0.0010776024
2886.0,2886.0,0.013419385
2887.0,2887.0,0.16766116
2888.0,2888.0,0.032236446
2889.0,2889.0,0.20754099
2890.0,2890.0,0.018835029
2891.0,2891.0,0.0033014046
2892.0,2892.0,0.0010197939
2893.0,2893.0,0.07217056
2894.0,2894.0,0.17522837
2895.0,2895.0,0.0012092094
2896.0,2896.0,0.34874716
2897.0,2897.0,0.23355916
2898.0,2898.0,0.09235538
2899.0,2899.0,0.01893427
2900.0,2900.0,4.2974594E-4
2901.0,2901.0,0.0047373045
2902.0,2902.0,0.0037708913
2903.0,2903.0,0.0038819185
2904.0,2904.0,0.009134498
2905.0,2905.0,0.0010272332
2906.0,2906.0,0.004641199
2907.0,2907.0,5.023132E-4
2908.0,2908.0,0.021994611
2909.0,2909.0,0.04518389
2910.0,2910.0,0.0013205846
2911.0,2911.0,0.0026792143
2912.0,2912.0,0.012525662
2913.0,2913.0,0.22351031
2914.0,2914.0,4.6309317E-4
2915.0,2915.0,0.014439063
2916.0,2916.0,0.015452881
2917.0,2917.0,0.016276503
2918.0,2918.0,0.3694518
2919.0,2919.0,0.014531417
2920.0,2920.0,0.0083211195
2921.0,2921.0,0.10887851
2922.0,2922.0,0.31870404
2923.0,2923.0,0.0036433158
2924.0,2924.0,5.469266E-4
2925.0,2925.0,0.020634115
2926.0,2926.0,9.656543E-4
2927.0,2927.0,0.0025349774
2928.0,2928.0,0.013319224
2929.0,2929.0,0.0035506783
2930.0,2930.0,0.025703397
2931.0,2931.0,0.0180547
2932.0,2932.0,4.1213856E-4
2933.0,2933.0,0.024642715
2934.0,2934.0,4.7056758E-4
2935.0,2935.0,0.027058482
2936.0,2936.0,0.0022699547
2937.0,2937.0,0.022962887
2938.0,2938.0,0.030357655
2939.0,2939.0,0.31611684
2940.0,2940.0,0.004491915
2941.0,2941.0,0.1650338
2942.0,2942.0,0.0035618837
2943.0,2943.0,0.07993617
2944.0,2944.0,0.25069493
2945.0,2945.0,0.8152756
2946.0,2946.0,0.71937686
2947.0,2947.0,5.193849E-4
2948.0,2948.0,4.8549828E-4
2949.0,2949.0,0.007998032
2950.0,2950.0,0.12462415
2951.0,2951.0,3.9318058E-4
2952.0,2952.0,0.001956275
2953.0,2953.0,0.07542708
2954.0,2954.0,0.0019027118
2955.0,2955.0,0.008839351
2956.0,2956.0,0.056581926
2957.0,2957.0,0.24048206
2958.0,2958.0,0.03633391
2959.0,2959.0,9.607198E-4
2960.0,2960.0,0.0095181735
2961.0,2961.0,0.20485328
2962.0,2962.0,9.250808E-4
2963.0,2963.0,0.52746725
2964.0,2964.0,0.0024184498
2965.0,2965.0,0.050778724
2966.0,2966.0,3.2594637E-4
2967.0,2967.0,0.0370984
2968.0,2968.0,0.002327885
2969.0,2969.0,0.64933693
2970.0,2970.0,0.0010321406
2971.0,2971.0,0.0014902322
2972.0,2972.0,2.0918624E-4
2973.0,2973.0,0.014894337
2974.0,2974.0,0.043958146
2975.0,2975.0,0.0013631893
2976.0,2976.0,2.0454223E-4
2977.0,2977.0,0.14425555
2978.0,2978.0,3.936897E-4
2979.0,2979.0,0.7573658
2980.0,2980.0,0.041676912
2981.0,2981.0,0.002373498
2982.0,2982.0,0.15137486
2983.0,2983.0,0.0014914229
2984.0,2984.0,0.7121106
2985.0,2985.0,0.3048138
2986.0,2986.0,0.28576452
2987.0,2987.0,0.0023147122
2988.0,2988.0,0.20545395
2989.0,2989.0,0.56907505
2990.0,2990.0,0.056487925
2991.0,2991.0,0.016270993
2992.0,2992.0,0.013102482
2993.0,2993.0,0.0054476894
2994.0,2994.0,0.765166
2995.0,2995.0,5.036931E-4
2996.0,2996.0,0.06366215
2997.0,2997.0,4.0430552E-4
2998.0,2998.0,0.07483866
2999.0,2999.0,0.010841523
3000.0,3000.0,0.089951254
3001.0,3001.0,0.004268339
3002.0,3002.0,0.0076004188
3003.0,3003.0,0.009341947
3004.0,3004.0,0.5465326
3005.0,3005.0,0.0018094148
3006.0,3006.0,0.236605
3007.0,3007.0,0.08496255
3008.0,3008.0,0.24030991
3009.0,3009.0,4.1928067E-4
3010.0,3010.0,0.0033460597
3011.0,3011.0,0.04026394
3012.0,3012.0,0.32405913
3013.0,3013.0,0.5792162
3014.0,3014.0,0.007958011
3015.0,3015.0,0.028603274
3016.0,3016.0,7.3918013E-4
3017.0,3017.0,5.018611E-4
3018.0,3018.0,0.195429
3019.0,3019.0,0.14243896
3020.0,3020.0,0.0017682824
3021.0,3021.0,0.26094213
3022.0,3022.0,0.37887496
3023.0,3023.0,0.4569694
3024.0,3024.0,0.07803048
3025.0,3025.0,0.01939716
3026.0,3026.0,0.20606601
3027.0,3027.0,2.9753495E-4
3028.0,3028.0,0.0077327224
3029.0,3029.0,0.006198258
3030.0,3030.0,0.04358296
3031.0,3031.0,0.4089498
3032.0,3032.0,0.2837912
3033.0,3033.0,0.032210566
3034.0,3034.0,0.032937318
3035.0,3035.0,0.2778355
3036.0,3036.0,0.0011263771
3037.0,3037.0,0.015394009
3038.0,3038.0,0.001961871
3039.0,3039.0,0.018541647
3040.0,3040.0,0.07930501
3041.0,3041.0,0.0597226
3042.0,3042.0,0.0018227247
3043.0,3043.0,0.001035277
3044.0,3044.0,0.025403643
3045.0,3045.0,0.5404342
3046.0,3046.0,5.547875E-4
3047.0,3047.0,0.059520453
3048.0,3048.0,0.00584728
3049.0,3049.0,0.0027598154
3050.0,3050.0,0.0141556915
3051.0,3051.0,0.007082105
3052.0,3052.0,9.734455E-4
3053.0,3053.0,0.3347102
3054.0,3054.0,0.0018166767
3055.0,3055.0,0.0064337533
3056.0,3056.0,0.02178442
3057.0,3057.0,0.0036613978
3058.0,3058.0,0.19227606
3059.0,3059.0,0.2579849
3060.0,3060.0,0.10032882
3061.0,3061.0,0.026804252
3062.0,3062.0,0.0057882825
3063.0,3063.0,0.0037698068
3064.0,3064.0,0.0010268707
3065.0,3065.0,0.2659705
3066.0,3066.0,0.0049445657
3067.0,3067.0,0.001354924
3068.0,3068.0,0.01697239
3069.0,3069.0,0.008234317
3070.0,3070.0,0.009771193
3071.0,3071.0,0.0023918066
3072.0,3072.0,0.06687125
3073.0,3073.0,0.41870877
3074.0,3074.0,5.981152E-4
3075.0,3075.0,0.2560446
3076.0,3076.0,0.07160992
3077.0,3077.0,0.06664058
3078.0,3078.0,3.2865934E-4
3079.0,3079.0,0.32367295
3080.0,3080.0,2.843384E-4
3081.0,3081.0,0.07034984
3082.0,3082.0,0.0056704027
3083.0,3083.0,0.31553546
3084.0,3084.0,2.4164096E-4
3085.0,3085.0,0.046656348
3086.0,3086.0,0.016055133
3087.0,3087.0,0.750389
3088.0,3088.0,0.0097312005
3089.0,3089.0,0.16186303
3090.0,3090.0,0.00828221
3091.0,3091.0,0.11586555
3092.0,3092.0,7.833816E-5
3093.0,3093.0,0.2527971
3094.0,3094.0,0.0043477966
3095.0,3095.0,0.00918349
3096.0,3096.0,0.0034663095
3097.0,3097.0,0.0011018976
3098.0,3098.0,0.016114345
3099.0,3099.0,0.0061691594
3100.0,3100.0,0.021759517
3101.0,3101.0,6.878875E-4
3102.0,3102.0,0.0025528283
3103.0,3103.0,0.31509304
3104.0,3104.0,0.1612696
3105.0,3105.0,0.03867507
3106.0,3106.0,0.0021074517
3107.0,3107.0,9.44109E-4
3108.0,3108.0,0.25274837
3109.0,3109.0,9.683898E-4
3110.0,3110.0,0.06347738
3111.0,3111.0,0.048449565
3112.0,3112.0,0.03251149
3113.0,3113.0,0.0011239283
3114.0,3114.0,0.008020187
3115.0,3115.0,0.12108814
3116.0,3116.0,0.0019523626
3117.0,3117.0,5.835117E-4
3118.0,3118.0,0.048964024
3119.0,3119.0,0.1766061
3120.0,3120.0,0.008613622
3121.0,3121.0,0.0015647148
3122.0,3122.0,0.011474894
3123.0,3123.0,9.568062E-4
3124.0,3124.0,0.08825106
3125.0,3125.0,0.03326611
3126.0,3126.0,0.017924769
3127.0,3127.0,0.0057861605
3128.0,3128.0,0.16590835
3129.0,3129.0,0.004064538
3130.0,3130.0,0.002531635
3131.0,3131.0,0.0051587895
3132.0,3132.0,0.011092598
3133.0,3133.0,0.11332499
3134.0,3134.0,0.0682629
3135.0,3135.0,0.030303102
3136.0,3136.0,0.04791198
3137.0,3137.0,0.0018476464
3138.0,3138.0,0.011143258
3139.0,3139.0,0.0336809
3140.0,3140.0,2.469112E-4
3141.0,3141.0,0.016296886
3142.0,3142.0,0.34329468
3143.0,3143.0,0.3455675
3144.0,3144.0,0.6634572
3145.0,3145.0,0.32083455
3146.0,3146.0,0.016304279
3147.0,3147.0,0.007780173
3148.0,3148.0,0.23405308
3149.0,3149.0,0.1690926
3150.0,3150.0,0.0092253005
